; Tables for Std model AutoHardSize capacity look-up rules
TABLE 1574_GLBH_S901G_CBECC202519TrmlUnit
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd
;,,,,,(cfm),(cfm),( cfm)
,"TU-1","Uncontrolled","Elecresistance+BaseSys4DX-1","Thermal Zone: L01-102_OfceComlPthp",989.948,-99996.000,-99996.000,""
,"TU-2","Uncontrolled","Elecresistance+BaseSys4DX-2","Thermal Zone: L02-202_OfceComlPthp",232.270,-99996.000,-99996.000,""
,"TU-3","Uncontrolled","Elecresistance+BaseSys4DX-3","Thermal Zone: L02-203_BrkrComlPthp",317.938,-99996.000,-99996.000,""
,"TU-5","Uncontrolled","Elecresistance+BaseSys4DX-5","Thermal Zone: L02-201_CorrComlPthp",1611.383,-99996.000,-99996.000,""
,"TU-6","Uncontrolled","Elecresistance+BaseSys4DX-6","Thermal Zone: L02-206_MprpComlPthp",553.708,-99996.000,-99996.000,""
,"TU-7","Uncontrolled","Elecresistance+BaseSys4DX-7","Thermal Zone: L02-209_AstoComlPthp",235.262,-99996.000,-99996.000,""
,"TU-8","Uncontrolled","Elecresistance+BaseSys4DX-8","Thermal Zone: L02-214_AstoComlPthp",269.757,-99996.000,-99996.000,""
,"TerminalUnit 101","Uncontrolled","ERV1","Thermal Zone: L01-102_OfceComlPthp",125.000,-99996.000,-99996.000,""
,"TerminalUnit 201","Uncontrolled","ERV1","Thermal Zone: L02-201_CorrComlPthp",90.000,-99996.000,-99996.000,""
,"TerminalUnit 202","Uncontrolled","ERV1","Thermal Zone: L02-202_OfceComlPthp",35.000,-99996.000,-99996.000,""
,"TerminalUnit 203","Uncontrolled","ERV1","Thermal Zone: L02-203_BrkrComlPthp",65.000,-99996.000,-99996.000,""
,"TerminalUnit 204","Uncontrolled","ERV1","Thermal Zone: L02-204_FitnComlPthp",890.000,-99996.000,-99996.000,""
,"TerminalUnit 206","Uncontrolled","ERV1","Thermal Zone: L02-206_MprpComlPthp",25.000,-99996.000,-99996.000,""
,"TerminalUnit 209","Uncontrolled","ERV1","Thermal Zone: L02-209_AstoComlPthp",115.000,-99996.000,-99996.000,""
,"TerminalUnit 214","Uncontrolled","ERV1","Thermal Zone: L02-214_AstoComlPthp",115.000,-99996.000,-99996.000,""
,"TerminalUnit 216","Uncontrolled","ERV1","Thermal Zone: L02-216_MprpComlPthp",80.000,-99996.000,-99996.000,""
ENDTABLE
TABLE 1574_GLBH_S901G_CBECC202519CoilClg
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,DXSEER,DXEER,NumClgStages
;,,,,,(Btu/hr),(Btu/hr),( gpm),
,"CoilClg_HP1","DirectExpansion","HP1","Thermal Zone: L02-218_MechComlPthp",12000.000,12519.727,-99996.00000,23.100,13.000,-99996
,"CoilClg_ElecResistance+BaseSys4DX-1","DirectExpansion","Elecresistance+BaseSys4DX-1","n/a",26534.066,27683.272,-99996.00000,13.000,10.840,1
,"CoilClg_ElecResistance+BaseSys4DX-2","DirectExpansion","Elecresistance+BaseSys4DX-2","n/a",5936.736,6193.859,-99996.00000,13.000,10.840,1
,"CoilClg_ElecResistance+BaseSys4DX-3","DirectExpansion","Elecresistance+BaseSys4DX-3","n/a",8550.552,8920.882,-99996.00000,13.000,10.840,1
,"CoilClg_ElecResistance+BaseSys4DX-5","DirectExpansion","Elecresistance+BaseSys4DX-5","n/a",41186.381,42970.188,-99996.00000,13.000,10.840,1
,"CoilClg_ElecResistance+BaseSys4DX-6","DirectExpansion","Elecresistance+BaseSys4DX-6","n/a",16627.867,17348.030,-99996.00000,13.000,10.840,1
,"CoilClg_ElecResistance+BaseSys4DX-7","DirectExpansion","Elecresistance+BaseSys4DX-7","n/a",6013.215,6273.651,-99996.00000,13.000,10.840,1
,"CoilClg_ElecResistance+BaseSys4DX-8","DirectExpansion","Elecresistance+BaseSys4DX-8","n/a",6894.888,7193.510,-99996.00000,13.000,10.840,1
,"CoilClg_HP2/3","DirectExpansion","HP2/3","Thermal Zone: L02-204_FitnComlPthp",22400.000,23370.158,-99996.00000,20.500,12.600,-99996
,"CoilClg_HP4","DirectExpansion","HP4","Thermal Zone: L02-216_MprpComlPthp",11800.000,12311.065,-99996.00000,23.100,12.500,-99996
ENDTABLE
TABLE 1574_GLBH_S901G_CBECC202519CoilHtg
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,
;,,,,,(Btu/hr),(Btu/hr),( gpm),
,"CoilHtg_HP1","HeatPump","HP1","Thermal Zone: L02-218_MechComlPthp",13600.000,13080.273,-99996.00000,-99996.000,-99996.000
,"SuppHtg_HP1","Resistance","HP1","Thermal Zone: L02-218_MechComlPthp",6347.520,6347.520,-99996.00000,-99996.000,-99996.000
,"CoilHtg_ElecResistance+BaseSys4DX-1","Resistance","Elecresistance+BaseSys4DX-1","n/a",28000.000,28000.000,-99996.00000,-99996.000,-99996.000
,"CoilHtg_ElecResistance+BaseSys4DX-2","Resistance","Elecresistance+BaseSys4DX-2","n/a",7500.000,7500.000,-99996.00000,-99996.000,-99996.000
,"CoilHtg_ElecResistance+BaseSys4DX-3","Resistance","Elecresistance+BaseSys4DX-3","n/a",5219.000,5219.000,-99996.00000,-99996.000,-99996.000
,"CoilHtg_ElecResistance+BaseSys4DX-5","Resistance","Elecresistance+BaseSys4DX-5","n/a",26452.000,26452.000,-99996.00000,-99996.000,-99996.000
,"CoilHtg_ElecResistance+BaseSys4DX-6","Resistance","Elecresistance+BaseSys4DX-6","n/a",9090.000,9090.000,-99996.00000,-99996.000,-99996.000
,"CoilHtg_ElecResistance+BaseSys4DX-7","Resistance","Elecresistance+BaseSys4DX-7","n/a",3862.000,3862.000,-99996.00000,-99996.000,-99996.000
,"CoilHtg_ElecResistance+BaseSys4DX-8","Resistance","Elecresistance+BaseSys4DX-8","n/a",4428.000,4428.000,-99996.00000,-99996.000,-99996.000
,"HtgCoil_ERV1","Resistance","ERV1","UNDEFINED",51180.000,51180.000,-99996.00000,-99996.000,-99996.000
,"CoilHtg_HP2/3","HeatPump","HP2/3","Thermal Zone: L02-204_FitnComlPthp",24000.000,23029.842,-99996.00000,-99996.000,-99996.000
,"CoilHtg_SuppHt_HP2/3","Resistance","HP2/3","Thermal Zone: L02-204_FitnComlPthp",16416.000,16416.000,-99996.00000,-99996.000,-99996.000
,"CoilHtg_HP4","HeatPump","HP4","Thermal Zone: L02-216_MprpComlPthp",9200.000,8688.935,-99996.00000,-99996.000,-99996.000
,"CoilHtg_SuppHt_HP4","Resistance","HP4","Thermal Zone: L02-216_MprpComlPthp",7880.000,7880.000,-99996.00000,-99996.000,-99996.000
ENDTABLE
TABLE 1574_GLBH_S901G_CBECC202519Fan
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrBHP,MtrHP,MtrPos,MtrEff,PwrIdx
;,,,,,(cfm),(cfm),,,(inH2O),(hp),(hp),,(W/cfm)
,"Fan_HP-1","ConstantVolume","HP1","Thermal Zone: L02-218_MechComlPthp",290.000,-99996.000,0.500,"PowerPerUnitFlow",0.300,0.027,0.083,"InAirStream",0.800,0.0880
,"SupFan_ElecResistance+BaseSys4DX-1","ConstantVolume","Elecresistance+BaseSys4DX-1","n/a",989.948,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.482,0.500,"InAirStream",0.855,0.4250
,"RetFan_ElecResistance+BaseSys4DX-1","ConstantVolume","Elecresistance+BaseSys4DX-1","n/a",989.948,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.482,0.500,"InAirStream",0.855,0.4250
,"SupFan_ElecResistance+BaseSys4DX-2","ConstantVolume","Elecresistance+BaseSys4DX-2","n/a",232.270,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.113,0.125,"InAirStream",0.855,0.4250
,"RetFan_ElecResistance+BaseSys4DX-2","ConstantVolume","Elecresistance+BaseSys4DX-2","n/a",232.270,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.113,0.125,"InAirStream",0.855,0.4250
,"SupFan_ElecResistance+BaseSys4DX-3","ConstantVolume","Elecresistance+BaseSys4DX-3","n/a",317.938,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.155,0.250,"InAirStream",0.855,0.4250
,"RetFan_ElecResistance+BaseSys4DX-3","ConstantVolume","Elecresistance+BaseSys4DX-3","n/a",317.938,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.155,0.250,"InAirStream",0.855,0.4250
,"SupFan_ElecResistance+BaseSys4DX-5","ConstantVolume","Elecresistance+BaseSys4DX-5","n/a",1611.383,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.785,1.000,"InAirStream",0.855,0.4250
,"RetFan_ElecResistance+BaseSys4DX-5","ConstantVolume","Elecresistance+BaseSys4DX-5","n/a",1611.383,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.785,1.000,"InAirStream",0.855,0.4250
,"SupFan_ElecResistance+BaseSys4DX-6","ConstantVolume","Elecresistance+BaseSys4DX-6","n/a",553.708,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.270,0.500,"InAirStream",0.855,0.4250
,"RetFan_ElecResistance+BaseSys4DX-6","ConstantVolume","Elecresistance+BaseSys4DX-6","n/a",553.708,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.270,0.500,"InAirStream",0.855,0.4250
,"SupFan_ElecResistance+BaseSys4DX-7","ConstantVolume","Elecresistance+BaseSys4DX-7","n/a",235.262,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.115,0.125,"InAirStream",0.855,0.4250
,"RetFan_Elecresistance+BaseSys4DX-7","ConstantVolume","Elecresistance+BaseSys4DX-7","n/a",235.262,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.115,0.125,"InAirStream",0.855,0.4250
,"SupFan_ElecResistance+BaseSys4DX-8","ConstantVolume","Elecresistance+BaseSys4DX-8","n/a",269.757,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.131,0.250,"InAirStream",0.855,0.4250
,"RetFan_Elecresistance+BaseSys4DX-8","ConstantVolume","Elecresistance+BaseSys4DX-8","n/a",269.757,-99996.000,0.650,"PowerPerUnitFlow",2.010,0.131,0.250,"InAirStream",0.855,0.4250
,"SupFan_ERV1","ConstantVolume","ERV1","UNDEFINED",1540.000,-99996.000,0.650,"PowerPerUnitFlow",1.830,0.683,0.750,"InAirStream",0.855,0.3870
,"RetFan_ERV1","ConstantVolume","ERV1","UNDEFINED",1540.000,-99996.000,0.650,"PowerPerUnitFlow",1.830,0.683,0.750,"InAirStream",0.855,0.3870
,"Fan_HP2/3","ConstantVolume","HP2/3","Thermal Zone: L02-204_FitnComlPthp",500.000,-99996.000,0.500,"PowerPerUnitFlow",0.340,0.054,0.083,"InAirStream",0.800,0.1000
,"Fan_HP-4","ConstantVolume","HP4","Thermal Zone: L02-216_MprpComlPthp",240.000,-99996.000,0.500,"PowerPerUnitFlow",0.340,0.026,0.083,"InAirStream",0.800,0.1000
ENDTABLE
TABLE 1574_GLBH_S901G_CBECC202519OACtrl
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration
;
,"OACtrl_Elecresistance+BaseSys4DX-1","FixedDryBulb","Elecresistance+BaseSys4DX-1","NonIntegrated"
,"OACtrl_Elecresistance+BaseSys4DX-2","FixedDryBulb","Elecresistance+BaseSys4DX-2","NonIntegrated"
,"OACtrl_Elecresistance+BaseSys4DX-3","FixedDryBulb","Elecresistance+BaseSys4DX-3","NonIntegrated"
,"OACtrl_Elecresistance+BaseSys4DX-5","FixedDryBulb","Elecresistance+BaseSys4DX-5","NonIntegrated"
,"OACtrl_Elecresistance+BaseSys4DX-6","FixedDryBulb","Elecresistance+BaseSys4DX-6","NonIntegrated"
,"OACtrl_Elecresistance+BaseSys4DX-7","FixedDryBulb","Elecresistance+BaseSys4DX-7","NonIntegrated"
,"OACtrl_Elecresistance+BaseSys4DX-8","FixedDryBulb","Elecresistance+BaseSys4DX-8","NonIntegrated"
,"ERV-1 OAControl","NoEconomizer","ERV1","UNDEFINED"
ENDTABLE
