Envelope Summary
                              ,Roof
                              ,Surface,Assembly,Space,Thermal Zone,Conditioning Type,Res/Non-res,Status,Multiplier,Gross Area,Net Area,Azimuth,U-factor w/ Film,U-factor w/o Film,Thermal Emittance,Reflectance
,"Surface 66","Interior Wall 06","L02-211_RestComlIncd","Thermal Zone: L02-201_CorrComlPthp","IndirectlyConditioned","Nonresidential","New",1,294.6,294.6,32.0,0.061,0.063
,"Surface 67","Interior Wall 06","L02-211_RestComlIncd","Thermal Zone: L02-201_CorrComlPthp","IndirectlyConditioned","Nonresidential","New",1,183.7,183.7,122.0,0.061,0.063
,"Surface 68","Interior Wall 06","L02-211_RestComlIncd","Thermal Zone: L02-201_CorrComlPthp","IndirectlyConditioned","Nonresidential","New",1,218.5,218.5,122.0,0.061,0.063
,"Surface 85","Interior Wall 06","L02-211_RestComlIncd","Thermal Zone: L02-201_CorrComlPthp","IndirectlyConditioned","Nonresidential","New",1,182.9,182.9,302.0,0.061,0.063
,"Surface 261","Interior Wall 06","L02-209_AstoComlPthp","Thermal Zone: L02-209_AstoComlPthp","DirectlyConditioned","Nonresidential","New",1,69.7,69.7,302.0,0.061,0.063
,"Surface 72","Interior Wall 06","L02-209_AstoComlPthp","Thermal Zone: L02-209_AstoComlPthp","DirectlyConditioned","Nonresidential","New",1,218.0,218.0,122.0,0.061,0.063
,"Surface 76","Interior Wall 06","L02-209_AstoComlPthp","Thermal Zone: L02-209_AstoComlPthp","DirectlyConditioned","Nonresidential","New",1,61.8,61.8,32.0,0.061,0.063
,"Surface 77","Interior Wall 06","L02-209_AstoComlPthp","Thermal Zone: L02-209_AstoComlPthp","DirectlyConditioned","Nonresidential","New",1,136.4,136.4,32.0,0.061,0.063
,"Surface 95","Interior Wall 06","L02-209_AstoComlPthp","Thermal Zone: L02-209_AstoComlPthp","DirectlyConditioned","Nonresidential","New",1,70.3,70.3,122.0,0.061,0.063
,"Surface 146","Interior Wall 06","L02-207_UtilComlIncd","Thermal Zone: L02-206_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,72.7,72.7,122.0,0.061,0.063
,"Surface 147","Interior Wall 06","L02-207_UtilComlIncd","Thermal Zone: L02-206_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,73.1,73.1,122.0,0.061,0.063
,"Surface 82","Interior Wall 06","L02-207_UtilComlIncd","Thermal Zone: L02-206_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,67.6,67.6,32.0,0.061,0.063
,"Surface 83","Interior Wall 06","L02-207_UtilComlIncd","Thermal Zone: L02-206_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,72.2,72.2,122.0,0.061,0.063
,"Surface 90","Interior Wall 06","L02-207C_MechComlIncd","Thermal Zone: L02-206_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,105.3,105.3,32.0,0.061,0.063
,"Surface 96","Interior Wall 06","L02-207B_MechComlIncd","Thermal Zone: L02-206_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,107.4,107.4,32.0,0.061,0.063
,"Surface 102","Interior Wall 06","L02-207A_MechComlIncd","Thermal Zone: L02-206_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,109.6,109.6,32.0,0.061,0.063
,"Surface 106","Interior Wall 06","L02-216_MprpComlPthp","Thermal Zone: L02-216_MprpComlPthp","DirectlyConditioned","Nonresidential","New",1,156.6,156.6,32.0,0.061,0.063
,"Surface 107","Interior Wall 06","L02-216_MprpComlPthp","Thermal Zone: L02-216_MprpComlPthp","DirectlyConditioned","Nonresidential","New",1,76.7,76.7,122.0,0.061,0.063
,"Surface 111","Interior Wall 06","L02-216_MprpComlPthp","Thermal Zone: L02-216_MprpComlPthp","DirectlyConditioned","Nonresidential","New",1,91.1,91.1,122.0,0.061,0.063
,"Surface 112","Interior Wall 06","L02-216_MprpComlPthp","Thermal Zone: L02-216_MprpComlPthp","DirectlyConditioned","Nonresidential","New",1,20.1,20.1,32.0,0.061,0.063
,"Surface 155","Interior Wall 06","L02-216_MprpComlPthp","Thermal Zone: L02-216_MprpComlPthp","DirectlyConditioned","Nonresidential","New",1,82.8,82.8,122.0,0.061,0.063
,"Surface 119","Interior Wall 06","L02-217_AstoComlIncd","Thermal Zone: L02-216_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,87.8,87.8,32.0,0.061,0.063
,"Surface 124","Interior Wall 06","L02-206_MprpComlPthp","Thermal Zone: L02-206_MprpComlPthp","DirectlyConditioned","Nonresidential","New",1,186.7,186.7,32.0,0.061,0.063
,"Surface 248","Interior Wall 06","L02-206_MprpComlPthp","Thermal Zone: L02-206_MprpComlPthp","DirectlyConditioned","Nonresidential","New",1,141.2,141.2,302.0,0.061,0.063
,"Surface 125","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,117.5,117.5,302.0,0.061,0.063
,"Surface 128","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,26.6,26.6,302.0,0.061,0.063
,"Surface 131","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,141.5,141.5,32.0,0.061,0.063
,"Surface 132","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,112.7,112.7,32.0,0.061,0.063
,"Surface 137","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,80.8,80.8,212.0,0.061,0.063
,"Surface 138","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,75.2,75.2,212.0,0.061,0.063
,"Surface 140","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,59.3,59.3,212.0,0.061,0.063
,"Surface 141","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,44.6,44.6,122.0,0.061,0.063
,"Surface 316","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,96.7,96.7,122.0,0.061,0.063
,"Surface 321","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,112.2,112.2,212.0,0.061,0.063
,"Surface 323","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,66.0,66.0,212.0,0.061,0.063
,"Surface 324","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,89.9,89.9,32.0,0.061,0.063
,"Surface 99","Interior Wall 06","L02-201_CorrComlPthp","Thermal Zone: L02-201_CorrComlPthp","DirectlyConditioned","Nonresidential","New",1,715.1,715.1,32.0,0.061,0.063
,"Surface 325","Interior Wall 06","L02-218_MechComlPthp","Thermal Zone: L02-218_MechComlPthp","DirectlyConditioned","Nonresidential","New",1,53.0,53.0,122.0,0.061,0.063
,"Surface 65","Interior Wall 06","L02-218_MechComlPthp","Thermal Zone: L02-218_MechComlPthp","DirectlyConditioned","Nonresidential","New",1,89.7,89.7,32.0,0.061,0.063
,"Surface 164","Interior Wall 06","L02-215_LndyComlIncd","Thermal Zone: L02-201_CorrComlPthp","IndirectlyConditioned","Nonresidential","New",1,91.1,91.1,302.0,0.061,0.063
,"Surface 176","Interior Wall 06","L02-208_RestComlIncd","Thermal Zone: L02-206_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,65.3,65.3,32.0,0.061,0.063
,"Surface 177","Interior Wall 06","L02-208_RestComlIncd","Thermal Zone: L02-206_MprpComlPthp","IndirectlyConditioned","Nonresidential","New",1,44.6,44.6,302.0,0.061,0.063
,"Surface 203","Interior Wall 06","L02-202_OfceComlPthp","Thermal Zone: L02-202_OfceComlPthp","DirectlyConditioned","Nonresidential","New",1,244.5,244.5,122.0,0.061,0.063
,"Surface 210","Interior Wall 06","L02-203_BrkrComlPthp","Thermal Zone: L02-203_BrkrComlPthp","DirectlyConditioned","Nonresidential","New",1,370.3,370.3,122.0,0.061,0.063
,"Surface 216","Interior Wall 06","L02-204_FitnComlPthp","Thermal Zone: L02-204_FitnComlPthp","DirectlyConditioned","Nonresidential","New",1,370.3,370.3,122.0,0.061,0.063
,"Surface 195","Interior Wall 06","L02-201A_StrsComlIncd","Thermal Zone: L02-201_CorrComlPthp","IndirectlyConditioned","Nonresidential","New",1,244.5,244.5,122.0,0.061,0.063
