; Tables for Std model AutoHardSize capacity look-up rules
TABLE 1574_GLBH_S901G_CBECC202519TrmlUnit
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd
;,,,,,(cfm),(cfm),( cfm)
,"BaseUnctrl TrmlUnit","Uncontrolled","BaseAirSys3","Thermal Zone: L01-102_OfceComlPthp",-99996.000,-99996.000,-99996.000,""
,"BaseUnctrl TrmlUnit-2","Uncontrolled","BaseAirSys3-2","Thermal Zone: L02-214_AstoComlPthp",-99996.000,-99996.000,-99996.000,""
,"BaseUnctrl TrmlUnit-3","Uncontrolled","BaseAirSys3-3","Thermal Zone: L02-209_AstoComlPthp",-99996.000,-99996.000,-99996.000,""
,"BaseUnctrl TrmlUnit-4","Uncontrolled","BaseAirSys3-4","Thermal Zone: L02-216_MprpComlPthp",-99996.000,-99996.000,-99996.000,""
,"BaseUnctrl TrmlUnit-5","Uncontrolled","BaseAirSys3-5","Thermal Zone: L02-206_MprpComlPthp",-99996.000,-99996.000,-99996.000,""
,"BaseUnctrl TrmlUnit-6","Uncontrolled","BaseAirSys3-6","Thermal Zone: L02-201_CorrComlPthp",-99996.000,-99996.000,-99996.000,""
,"BaseUnctrl TrmlUnit-7","Uncontrolled","BaseAirSys3-7","Thermal Zone: L02-218_MechComlPthp",-99996.000,-99996.000,-99996.000,""
,"BaseUnctrl TrmlUnit-8","Uncontrolled","BaseAirSys3-8","Thermal Zone: L02-202_OfceComlPthp",-99996.000,-99996.000,-99996.000,""
,"BaseUnctrl TrmlUnit-9","Uncontrolled","BaseAirSys3-9","Thermal Zone: L02-203_BrkrComlPthp",-99996.000,-99996.000,-99996.000,""
,"BaseUnctrl TrmlUnit-10","Uncontrolled","BaseAirSys3-10","Thermal Zone: L02-204_FitnComlPthp",-99996.000,-99996.000,-99996.000,""
ENDTABLE
TABLE 1574_GLBH_S901G_CBECC202519CoilClg
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,DXSEER,DXEER,NumClgStages
;,,,,,(Btu/hr),(Btu/hr),( gpm),
,"BaseSys3 CoilClg","DirectExpansion","BaseAirSys3","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
,"BaseSys3 CoilClg-2","DirectExpansion","BaseAirSys3-2","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
,"BaseSys3 CoilClg-3","DirectExpansion","BaseAirSys3-3","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
,"BaseSys3 CoilClg-4","DirectExpansion","BaseAirSys3-4","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
,"BaseSys3 CoilClg-5","DirectExpansion","BaseAirSys3-5","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
,"BaseSys3 CoilClg-6","DirectExpansion","BaseAirSys3-6","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
,"BaseSys3 CoilClg-7","DirectExpansion","BaseAirSys3-7","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
,"BaseSys3 CoilClg-8","DirectExpansion","BaseAirSys3-8","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
,"BaseSys3 CoilClg-9","DirectExpansion","BaseAirSys3-9","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
,"BaseSys3 CoilClg-10","DirectExpansion","BaseAirSys3-10","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,-99996.000,1
ENDTABLE
TABLE 1574_GLBH_S901G_CBECC202519CoilHtg
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,
;,,,,,(Btu/hr),(Btu/hr),( gpm),
,"BaseSys3 CoilHtg","Furnace","BaseAirSys3","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
,"BaseSys3 CoilHtg-2","Furnace","BaseAirSys3-2","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
,"BaseSys3 CoilHtg-3","Furnace","BaseAirSys3-3","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
,"BaseSys3 CoilHtg-4","Furnace","BaseAirSys3-4","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
,"BaseSys3 CoilHtg-5","Furnace","BaseAirSys3-5","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
,"BaseSys3 CoilHtg-6","Furnace","BaseAirSys3-6","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
,"BaseSys3 CoilHtg-7","Furnace","BaseAirSys3-7","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
,"BaseSys3 CoilHtg-8","Furnace","BaseAirSys3-8","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
,"BaseSys3 CoilHtg-9","Furnace","BaseAirSys3-9","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
,"BaseSys3 CoilHtg-10","Furnace","BaseAirSys3-10","n/a",-99996.000,-99996.000,-99996.00000,-99996.000,0.800
ENDTABLE
TABLE 1574_GLBH_S901G_CBECC202519Fan
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrBHP,MtrHP,MtrPos,MtrEff,PwrIdx
;,,,,,(cfm),(cfm),,,(inH2O),(hp),(hp),,(W/cfm)
,"BaseSys3 Fan","ConstantVolume","BaseAirSys3","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
,"BaseSys3 Fan-2","ConstantVolume","BaseAirSys3-2","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
,"BaseSys3 Fan-3","ConstantVolume","BaseAirSys3-3","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
,"BaseSys3 Fan-4","ConstantVolume","BaseAirSys3-4","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
,"BaseSys3 Fan-5","ConstantVolume","BaseAirSys3-5","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
,"BaseSys3 Fan-6","ConstantVolume","BaseAirSys3-6","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
,"BaseSys3 Fan-7","ConstantVolume","BaseAirSys3-7","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
,"BaseSys3 Fan-8","ConstantVolume","BaseAirSys3-8","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
,"BaseSys3 Fan-9","ConstantVolume","BaseAirSys3-9","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
,"BaseSys3 Fan-10","ConstantVolume","BaseAirSys3-10","n/a",0.000,-99996.000,1.000,"PowerPerUnitFlow",0.000,0.000,-99996.000,"InAirStream",1.000,0.0000
ENDTABLE
TABLE 1574_GLBH_S901G_CBECC202519OACtrl
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration
;
,"BaseSys3 OACtrl","NoEconomizer","BaseAirSys3","UNDEFINED"
,"BaseSys3 OACtrl-2","NoEconomizer","BaseAirSys3-2","UNDEFINED"
,"BaseSys3 OACtrl-3","NoEconomizer","BaseAirSys3-3","UNDEFINED"
,"BaseSys3 OACtrl-4","NoEconomizer","BaseAirSys3-4","UNDEFINED"
,"BaseSys3 OACtrl-5","NoEconomizer","BaseAirSys3-5","UNDEFINED"
,"BaseSys3 OACtrl-6","NoEconomizer","BaseAirSys3-6","UNDEFINED"
,"BaseSys3 OACtrl-7","NoEconomizer","BaseAirSys3-7","UNDEFINED"
,"BaseSys3 OACtrl-8","NoEconomizer","BaseAirSys3-8","UNDEFINED"
,"BaseSys3 OACtrl-9","NoEconomizer","BaseAirSys3-9","UNDEFINED"
,"BaseSys3 OACtrl-10","NoEconomizer","BaseAirSys3-10","UNDEFINED"
ENDTABLE
